_unit_id,sidewalk_ok,sidewalk_ok_confidence,address,lat,long,sidewalk_ok_gold,sidewalk_ok_gold_reason,street,city,state_zip,country,state,zip
752060030,"","","Unnamed Road, Webster, TX 77598, USA",29.57055945,-95.16316563,"","",Unnamed Road,Webster,TX 77598,USA,TX,77598
752060031,yes,1,"15414 Park Estates Lane, Houston, TX 77062, USA",29.5838812,-95.12168988,"","",15414 Park Estates Lane,Houston,TX 77062,USA,TX,77062
752060032,"","","Well School Road, Webster, TX 77598, USA",29.56468385,-95.16715026,"","",Well School Road,Webster,TX 77598,USA,TX,77598
752060033,"","","28598 Leong Court, Santa Clarita, CA 91390, USA",34.45505527,-118.4805315,"","",28598 Leong Court,Santa Clarita,CA 91390,USA,CA,91390
752060034,"","","29000-29030 Ilana Lane, Santa Clarita, CA 91390, USA",34.46246488,-118.4713556,"","",29000-29030 Ilana Lane,Santa Clarita,CA 91390,USA,CA,91390
752060035,"","","28402 Bouquet Canyon Road, Santa Clarita, CA 91350, USA",34.45737599,-118.4947917,"","",28402 Bouquet Canyon Road,Santa Clarita,CA 91350,USA,CA,91350
752060036,yes,1,"Bouquet Canyon Road, Santa Clarita, CA 91350, USA",34.44639671,-118.5050511,"","",Bouquet Canyon Road,Santa Clarita,CA 91350,USA,CA,91350
752060037,"","","7304 West Georgia Avenue, Milwaukee, WI 53220, USA",42.97905161,-88.00388288,"","",7304 West Georgia Avenue,Milwaukee,WI 53220,USA,WI,53220
752060038,no,1,"2643 South 52nd Street, Milwaukee, WI 53219, USA",42.99639334,-87.97931955,"","",2643 South 52nd Street,Milwaukee,WI 53219,USA,WI,53219
752060039,"","","3916 South 108th Street, Greenfield, WI 53228, USA",42.97313993,-88.04746985,"","",3916 South 108th Street,Greenfield,WI 53228,USA,WI,53228
752060040,yes,1,"3379 South 58th Street, Milwaukee, WI 53219, USA",42.9831164,-87.98686388,"","",3379 South 58th Street,Milwaukee,WI 53219,USA,WI,53219
752060041,no,1,"6507-6509 Mount Vernon Avenue, Baltimore, MD 21215, USA",39.34949318,-76.7120636,"","",6507-6509 Mount Vernon Avenue,Baltimore,MD 21215,USA,MD,21215
752060042,yes,1,"5701 Pimlico Road, Baltimore, MD 21209, USA",39.36020539,-76.67127753,"","",5701 Pimlico Road,Baltimore,MD 21209,USA,MD,21209
752060043,yes,1,"26 Betlou James Place, Gwynn Oak, MD 21207, USA",39.33662816,-76.73894597,"","",26 Betlou James Place,Gwynn Oak,MD 21207,USA,MD,21207
752060044,"","","5801 Metro Drive, Baltimore, MD 21215, USA",39.34570046,-76.70592199,"","",5801 Metro Drive,Baltimore,MD 21215,USA,MD,21215
752060045,"","","28W164-28W180 West 87th Street, Naperville, IL 60564, USA",41.72576295,-88.1702468,"","",28W164-28W180 West 87th Street,Naperville,IL 60564,USA,IL,60564
752060046,"","","2191 Plainfield-Naperville Road, Naperville, IL 60564, USA",41.72649455,-88.16797456,"","",2191 Plainfield-Naperville Road,Naperville,IL 60564,USA,IL,60564
752060047,yes,1,"28W737 Douglas Road, Naperville, IL 60564, USA",41.72123242,-88.18538595,"","",28W737 Douglas Road,Naperville,IL 60564,USA,IL,60564
752060048,yes,1,"2934 Bartlett Court, Naperville, IL 60564, USA",41.71768384,-88.20500179,"","",2934 Bartlett Court,Naperville,IL 60564,USA,IL,60564
752060049,yes,1,"3000 Washington Avenue, Granite City, IL 62040, USA",38.71482814,-90.12380366,"","",3000 Washington Avenue,Granite City,IL 62040,USA,IL,62040
752060050,"","","3787-3793 Illinois 111, Pontoon Beach, IL 62040, USA",38.71947462,-90.07077079,"","",3787-3793 Illinois 111,Pontoon Beach,IL 62040,USA,IL,62040
752060051,no,1,"4426-4436 Illinois 162, Pontoon Beach, IL 62040, USA",38.72544912,-90.0608903,"","",4426-4436 Illinois 162,Pontoon Beach,IL 62040,USA,IL,62040
752060052,no,1,"1525 Pike Avenue, Pueblo, CO 81001, USA",38.28137241,-104.5863334,"","",1525 Pike Avenue,Pueblo,CO 81001,USA,CO,81001
752060053,yes,1,"3953 Bouquet Park Lane, San Jose, CA 95135, USA",37.31613284,-121.7689014,"","",3953 Bouquet Park Lane,San Jose,CA 95135,USA,CA,95135
752060054,yes,1,"3099 Whitesand Drive, San Jose, CA 95148, USA",37.31632448,-121.7818234,"","",3099 Whitesand Drive,San Jose,CA 95148,USA,CA,95148
752060055,"","","3737 Fowler Road, San Jose, CA 95135, USA",37.31431683,-121.7505074,"","",3737 Fowler Road,San Jose,CA 95135,USA,CA,95135
752060056,yes,1,"1336 East 4th Street, Pueblo, CO 81001, USA",38.27087972,-104.5871189,"","",1336 East 4th Street,Pueblo,CO 81001,USA,CO,81001
752060057,"","","3112-3172 U.S. 50, Pueblo, CO 81001, USA",38.27774314,-104.5636274,"","",3112-3172 U.S. 50,Pueblo,CO 81001,USA,CO,81001
752060058,no,1,"1518 East River Street, Pueblo, CO 81001, USA",38.26731326,-104.5834945,"","",1518 East River Street,Pueblo,CO 81001,USA,CO,81001
752060059,yes,1,"1928 East 5th Street, Pueblo, CO 81001, USA",38.27216853,-104.5752092,"","",1928 East 5th Street,Pueblo,CO 81001,USA,CO,81001
752060060,no,1,"14420 Calpella Street, La Mirada, CA 90638, USA",33.90581493,-118.0239399,"","",14420 Calpella Street,La Mirada,CA 90638,USA,CA,90638
752060061,"","","15263 Las Flores Avenue, La Mirada, CA 90638, USA",33.91960562,-118.0046645,"","",15263 Las Flores Avenue,La Mirada,CA 90638,USA,CA,90638
752060062,no,1,"14777 Valeda Drive, La Mirada, CA 90638, USA",33.91306194,-118.0169612,"","",14777 Valeda Drive,La Mirada,CA 90638,USA,CA,90638
752060063,yes,1,"102 Bloomfield Avenue, Norwalk, CA 90650, USA",33.90273085,-118.0605633,"","",102 Bloomfield Avenue,Norwalk,CA 90650,USA,CA,90650
752060064,yes,1,"131 Lloyd Road, Montclair, NJ 07042, USA",40.81316368,-74.23025782,"","",131 Lloyd Road,Montclair,NJ 07042,USA,NJ,07042
752060065,yes,1,"69 Conforti Avenue, West Orange, NJ 07052, USA",40.8049052,-74.25838097,"","",69 Conforti Avenue,West Orange,NJ 07052,USA,NJ,07052
752060066,"","","59 Prospect Avenue, West Orange, NJ 07052, USA",40.81472346,-74.24240283,"","",59 Prospect Avenue,West Orange,NJ 07052,USA,NJ,07052
752060067,yes,1,"27 Essex Avenue, Montclair, NJ 07042, USA",40.82179267,-74.20679566,"","",27 Essex Avenue,Montclair,NJ 07042,USA,NJ,07042
752060068,"","","2340 Sunrise Circle, La Verne, CA 91750, USA",34.13366287,-117.7597765,"","",2340 Sunrise Circle,La Verne,CA 91750,USA,CA,91750
752060069,yes,1,"4794 Calle De Grande, La Verne, CA 91750, USA",34.12503779,-117.774112,"","",4794 Calle De Grande,La Verne,CA 91750,USA,CA,91750
752060070,"","","627 East Foothill Boulevard, San Dimas, CA 91773, USA",34.12296436,-117.7956178,"","",627 East Foothill Boulevard,San Dimas,CA 91773,USA,CA,91773
752060071,"","","21655-22817 North 115th Avenue, Sun City, AZ 85373, USA",33.68547966,-112.3060888,"","",21655-22817 North 115th Avenue,Sun City,AZ 85373,USA,AZ,85373
752060072,yes,1,"10301 West Villa Chula, Peoria, AZ 85383, USA",33.692781,-112.2813842,"","",10301 West Villa Chula,Peoria,AZ 85383,USA,AZ,85383
752060073,"","","20816 North 118th Avenue, Sun City, AZ 85373, USA",33.67358246,-112.3148676,"","",20816 North 118th Avenue,Sun City,AZ 85373,USA,AZ,85373
752060074,"","","906 Saint Georges Road, Baltimore, MD 21210, USA",39.36486273,-76.63831993,"","",906 Saint Georges Road,Baltimore,MD 21210,USA,MD,21210
752060075,no,1,"6603 Walnutwood Circle, Baltimore, MD 21212, USA",39.37621471,-76.62066798,"","",6603 Walnutwood Circle,Baltimore,MD 21212,USA,MD,21212
752060076,yes,1,"5603 Key Avenue, Baltimore, MD 21215, USA",39.35641567,-76.67670518,"","",5603 Key Avenue,Baltimore,MD 21215,USA,MD,21215
752060077,yes,1,"6013 Wallis Avenue, Baltimore, MD 21215, USA",39.35844698,-76.68969998,"","",6013 Wallis Avenue,Baltimore,MD 21215,USA,MD,21215
752060078,"","","7872 Lookout Drive, La Jolla, CA 92037, USA",32.84863611,-117.2574772,"","",7872 Lookout Drive,La Jolla,CA 92037,USA,CA,92037
752060079,no,1,"775 South La Mirada Lane, Orange, CA 92869, USA",33.77576195,-117.8089293,"","",775 South La Mirada Lane,Orange,CA 92869,USA,CA,92869
752060080,"","","16560-17498 East Santa Clara Avenue, Santa Ana, CA 92705, USA",33.76713695,-117.8431228,"","",16560-17498 East Santa Clara Avenue,Santa Ana,CA 92705,USA,CA,92705
752060081,no,1,"13161 Sandhurst Place, Santa Ana, CA 92705, USA",33.77102642,-117.8085062,"","",13161 Sandhurst Place,Santa Ana,CA 92705,USA,CA,92705
752060082,yes,1,"13401 Wheeler Place, Santa Ana, CA 92705, USA",33.76785149,-117.824625,"","",13401 Wheeler Place,Santa Ana,CA 92705,USA,CA,92705
752060083,yes,1,"1112 West Highland Street, Chandler, AZ 85224, USA",33.33006965,-111.8613363,"","",1112 West Highland Street,Chandler,AZ 85224,USA,AZ,85224
752060084,"","","503 West Palomino Drive, Chandler, AZ 85225, USA",33.34140467,-111.849474,"","",503 West Palomino Drive,Chandler,AZ 85225,USA,AZ,85225
752060085,yes,1,"3300 West Sheffield Avenue, Chandler, AZ 85226, USA",33.32570594,-111.8990855,"","",3300 West Sheffield Avenue,Chandler,AZ 85226,USA,AZ,85226
752060086,"","","2833-2951 East Mission Park Boulevard, Chandler, AZ 85224, USA",33.32389156,-111.891984,"","",2833-2951 East Mission Park Boulevard,Chandler,AZ 85224,USA,AZ,85224
752060087,"","","2917 West Belmont Avenue, Phoenix, AZ 85051, USA",33.54851345,-112.1229115,"","",2917 West Belmont Avenue,Phoenix,AZ 85051,USA,AZ,85051
752060088,yes,1,"4306-4358 West Lamar Road, Glendale, AZ 85301, USA",33.53664946,-112.1523247,"","",4306-4358 West Lamar Road,Glendale,AZ 85301,USA,AZ,85301
752060089,"","","7732 North 27th Avenue, Phoenix, AZ 85051, USA",33.55060188,-112.1176122,"","",7732 North 27th Avenue,Phoenix,AZ 85051,USA,AZ,85051
752060090,no,1,"2310 West Augusta Avenue, Phoenix, AZ 85021, USA",33.55179959,-112.108894,"","",2310 West Augusta Avenue,Phoenix,AZ 85021,USA,AZ,85021
752060091,no,1,"1232 West Royal Palm Road, Phoenix, AZ 85021, USA",33.55632576,-112.0897127,"","",1232 West Royal Palm Road,Phoenix,AZ 85021,USA,AZ,85021
752060092,yes,1,"619 Wayne Avenue, Haddonfield, NJ 08033, USA",39.90913596,-75.0354878,"","",619 Wayne Avenue,Haddonfield,NJ 08033,USA,NJ,08033
752060093,"","","587-599 Hopkins Lane, Haddonfield, NJ 08033, USA",39.90531519,-75.02747882,"","",587-599 Hopkins Lane,Haddonfield,NJ 08033,USA,NJ,08033
752060094,yes,1,"326 Lafitte Drive, Baton Rouge, LA 70819, USA",30.45936869,-91.02883138,"","",326 Lafitte Drive,Baton Rouge,LA 70819,USA,LA,70819
752060095,no,1,"545-599 South Flannery Road, Baton Rouge, LA 70815, USA",30.45356948,-91.03412721,"","",545-599 South Flannery Road,Baton Rouge,LA 70815,USA,LA,70815
752060096,"","","Mississippi River Trail, Kenner, LA 70062, USA",29.97388644,-90.25280171,"","",Mississippi River Trail,Kenner,LA 70062,USA,LA,70062
752060097,no,1,"7600 Versailles Street, Metairie, LA 70003, USA",29.98121541,-90.21732723,"","",7600 Versailles Street,Metairie,LA 70003,USA,LA,70003
752060098,"","","DD Frye Way, Westwego, LA 70094, USA",29.96164383,-90.2655854,"","",DD Frye Way,Westwego,LA 70094,USA,LA,70094
752060099,"","","11731-11769 River Road, Westwego, LA 70094, USA",29.96227193,-90.27677477,"","",11731-11769 River Road,Westwego,LA 70094,USA,LA,70094
752060100,yes,1,"100 South Knollwood Drive, Schaumburg, IL 60193, USA",42.02343567,-88.13847436,"","",100 South Knollwood Drive,Schaumburg,IL 60193,USA,IL,60193
752060101,yes,1,"200 Ivy Court, Streamwood, IL 60107, USA",42.0197091,-88.15527645,"","",200 Ivy Court,Streamwood,IL 60107,USA,IL,60107
752060102,yes,1,"29 Cambridge Avenue, Streamwood, IL 60107, USA",42.00908211,-88.18332594,"","",29 Cambridge Avenue,Streamwood,IL 60107,USA,IL,60107
752060103,"","","Garden Way, Schaumburg, IL 60194, USA",42.02934967,-88.08473369,"","",Garden Way,Schaumburg,IL 60194,USA,IL,60194
752060104,yes,1,"217 South Knollwood Drive, Schaumburg, IL 60193, USA",42.020239,-88.13772895,"","",217 South Knollwood Drive,Schaumburg,IL 60193,USA,IL,60193
752060105,no,1,"401-499 North Honey Creek Parkway, Milwaukee, WI 53213, USA",43.03505873,-88.0133514,"","",401-499 North Honey Creek Parkway,Milwaukee,WI 53213,USA,WI,53213
752060106,yes,1,"1361 North 59th Street, Milwaukee, WI 53208, USA",43.04892493,-87.98674495,"","",1361 North 59th Street,Milwaukee,WI 53208,USA,WI,53208
752060107,"","","North Connell Avenue, Wauwatosa, WI 53226, USA",43.04238027,-88.02778282,"","",North Connell Avenue,Wauwatosa,WI 53226,USA,WI,53226
752060108,no,1,"7306 West Bluemound Road, Wauwatosa, WI 53213, USA",43.0359068,-88.00388251,"","",7306 West Bluemound Road,Wauwatosa,WI 53213,USA,WI,53213
752060109,"","","10040 Blue Water Bay Road, Lincoln, NE 68527, USA",40.81965188,-96.58604697,"","",10040 Blue Water Bay Road,Lincoln,NE 68527,USA,NE,68527
752060110,yes,1,"646 Lyncrest Drive, Lincoln, NE 68510, USA",40.80801394,-96.63618291,"","",646 Lyncrest Drive,Lincoln,NE 68510,USA,NE,68510
752060111,yes,1,"7430 Englewood Drive, Lincoln, NE 68510, USA",40.80555312,-96.61870866,"","",7430 Englewood Drive,Lincoln,NE 68510,USA,NE,68510
752060112,"","","Finch Drive, North Richland Hills, TX 76182, USA",32.87410168,-97.23455934,"","",Finch Drive,North Richland Hills,TX 76182,USA,TX,76182
752060113,yes,1,"7704 Hightower Drive, Fort Worth, TX 76182, USA",32.87801793,-97.21688159,"","",7704 Hightower Drive,Fort Worth,TX 76182,USA,TX,76182
752060114,yes,1,"6604 Summer Hill Lane, Watauga, TX 76148, USA",32.87626391,-97.24165927,"","",6604 Summer Hill Lane,Watauga,TX 76148,USA,TX,76148
752060115,no,1,"7013 Hanging Cliff Place, North Richland Hills, TX 76182, USA",32.8777668,-97.22918877,"","",7013 Hanging Cliff Place,North Richland Hills,TX 76182,USA,TX,76182
752060116,yes,1,"6029 Blueridge Drive, Watauga, TX 76148, USA",32.87010336,-97.25139552,"","",6029 Blueridge Drive,Watauga,TX 76148,USA,TX,76148
752060117,yes,1,"171 East 154th Street, Harvey, IL 60426, USA",41.61004775,-87.64596779,"","",171 East 154th Street,Harvey,IL 60426,USA,IL,60426
752060118,"","","16115 Dixie Highway, Markham, IL 60428, USA",41.59654299,-87.6748859,"","",16115 Dixie Highway,Markham,IL 60428,USA,IL,60428
752060119,"","","15052 Perry Avenue, South Holland, IL 60473, USA",41.61027261,-87.63944397,"","",15052 Perry Avenue,South Holland,IL 60473,USA,IL,60473
752060120,"","","1101-1129 East 154th Street, Dolton, IL 60419, USA",41.61535762,-87.59032287,"","",1101-1129 East 154th Street,Dolton,IL 60419,USA,IL,60419
752060121,"","","15334 Chicago Road, Dolton, IL 60419, USA",41.61591794,-87.60780549,"","",15334 Chicago Road,Dolton,IL 60419,USA,IL,60419
752060122,yes,1,"6300-6302 University Street, Amarillo, TX 79109, USA",35.14524163,-101.8955573,"","",6300-6302 University Street,Amarillo,TX 79109,USA,TX,79109
752060123,"","","8430 Southwest 77th Avenue, Amarillo, TX 79119, USA",35.13065398,-101.9342688,"","",8430 Southwest 77th Avenue,Amarillo,TX 79119,USA,TX,79119
752060124,"","","5209 South Georgia Street, Amarillo, TX 79110, USA",35.15354385,-101.8652866,"","",5209 South Georgia Street,Amarillo,TX 79110,USA,TX,79110
752060125,no,1,"3708 Beta Lane, Amarillo, TX 79110, USA",35.13792134,-101.87709,"","",3708 Beta Lane,Amarillo,TX 79110,USA,TX,79110
752060126,no,1,"838 Margo Lane, Penn Valley, PA 19072, USA",40.02392723,-75.26309391,"","",838 Margo Lane,Penn Valley,PA 19072,USA,PA,19072
752060127,yes,1,"135 North Line Road, Newtown Square, PA 19073, USA",39.98816732,-75.37393687,"","",135 North Line Road,Newtown Square,PA 19073,USA,PA,19073
752060128,no,1,"501 Mulberry Lane, Haverford, PA 19041, USA",40.0249254,-75.29021132,"","",501 Mulberry Lane,Haverford,PA 19041,USA,PA,19041
752060129,yes,1,"402 Lancaster Avenue, Haverford, PA 19041, USA",40.01310125,-75.30198698,"","",402 Lancaster Avenue,Haverford,PA 19041,USA,PA,19041
752060130,yes,1,"3538 Rhoads Avenue, Newtown Square, PA 19073, USA",39.9873782,-75.39745604,"","",3538 Rhoads Avenue,Newtown Square,PA 19073,USA,PA,19073
752060131,"","","George Washington Memorial Parkway, Arlington, VA, USA",38.93082817,-77.12176672,"","",George Washington Memorial Parkway,Arlington,VA,USA,VA,""
752060132,"","","George Washington Memorial Parkway, Arlington, VA 22207, USA",38.92998864,-77.12060242,"","",George Washington Memorial Parkway,Arlington,VA 22207,USA,VA,22207
752060133,yes,1,"3451 Newark Street Northwest, Washington, DC 20016, USA",38.93498927,-77.06796137,"","",3451 Newark Street Northwest,Washington,DC 20016,USA,DC,20016
752060134,"","","7260 West Myrtle Avenue, Chicago, IL 60631, USA",41.99381813,-87.80902397,"","",7260 West Myrtle Avenue,Chicago,IL 60631,USA,IL,60631
752060135,no,1,"5618 North Vine Avenue, Chicago, IL 60631, USA",41.98172735,-87.82943627,"","",5618 North Vine Avenue,Chicago,IL 60631,USA,IL,60631
752060136,no,1,"5080 West North Shore Avenue, Lincolnwood, IL 60712, USA",42.00295259,-87.7551165,"","",5080 West North Shore Avenue,Lincolnwood,IL 60712,USA,IL,60712
752060137,yes,1,"6826 North Lexington Lane, Niles, IL 60714, USA",42.00541442,-87.78623153,"","",6826 North Lexington Lane,Niles,IL 60714,USA,IL,60714
752060138,yes,1,"6133 North Newburg Avenue, Chicago, IL 60631, USA",41.99287213,-87.7941994,"","",6133 North Newburg Avenue,Chicago,IL 60631,USA,IL,60631
752060139,"","","404 Mill Pond Drive, San Jose, CA 95125, USA",37.29325582,-121.8674772,"","",404 Mill Pond Drive,San Jose,CA 95125,USA,CA,95125
752060140,yes,1,"384 Umbarger Road, San Jose, CA 95111, USA",37.29919794,-121.8453964,"","",384 Umbarger Road,San Jose,CA 95111,USA,CA,95111
752060141,yes,1,"3226 Locke Drive, San Jose, CA 95111, USA",37.29595825,-121.8268,"","",3226 Locke Drive,San Jose,CA 95111,USA,CA,95111
752060142,yes,1,"2929 Rubino Circle, San Jose, CA 95125, USA",37.28355782,-121.8773848,"","",2929 Rubino Circle,San Jose,CA 95125,USA,CA,95125
752060143,yes,1,"1633 Fairorchard Avenue, San Jose, CA 95125, USA",37.2804586,-121.9038283,"","",1633 Fairorchard Avenue,San Jose,CA 95125,USA,CA,95125
752060144,yes,1,"1231 South 24th Street, Lincoln, NE 68502, USA",40.80071287,-96.68703132,"","",1231 South 24th Street,Lincoln,NE 68502,USA,NE,68502
752060145,yes,1,"1625 South 20th Street, Lincoln, NE 68502, USA",40.79606467,-96.69216956,"","",1625 South 20th Street,Lincoln,NE 68502,USA,NE,68502
752060146,yes,1,"632 West Riggin Street, Monterey Park, CA 91754, USA",34.03650595,-118.1424297,"","",632 West Riggin Street,Monterey Park,CA 91754,USA,CA,91754
752060147,yes,1,"426-598 South Downey Road, East Los Angeles, CA, USA",34.03020295,-118.1801262,"","",426-598 South Downey Road,East Los Angeles,CA,USA,CA,""
752060148,"","","911 South La Verne Avenue, East Los Angeles, CA 90022, USA",34.02142589,-118.1628019,"","",911 South La Verne Avenue,East Los Angeles,CA 90022,USA,CA,90022
752060149,yes,1,"1830 Cliffhill Drive, Monterey Park, CA 91754, USA",34.04456463,-118.1292389,"","",1830 Cliffhill Drive,Monterey Park,CA 91754,USA,CA,91754
752060150,yes,1,"2568 McAdoo Avenue, Memphis, TN 38112, USA",35.14161267,-89.97474884,"","",2568 McAdoo Avenue,Memphis,TN 38112,USA,TN,38112
752060151,yes,1,"630 North Highland Street, Memphis, TN 38122, USA",35.1488724,-89.94404836,"","",630 North Highland Street,Memphis,TN 38122,USA,TN,38122
752060152,yes,1,"3100-3122 Pershing Avenue, Memphis, TN 38112, USA",35.15390967,-89.95742793,"","",3100-3122 Pershing Avenue,Memphis,TN 38112,USA,TN,38112
752060153,"","","38-84 North Morrison Street, Memphis, TN 38104, USA",35.13866276,-89.99362039,"","",38-84 North Morrison Street,Memphis,TN 38104,USA,TN,38104
752060154,yes,1,"7880 Southwest 2nd Street, Miami, FL 33144, USA",25.76779853,-80.32426391,"","",7880 Southwest 2nd Street,Miami,FL 33144,USA,FL,33144
752060155,no,1,"744 Southwest 100th Court Circle, Miami, FL 33174, USA",25.76219772,-80.35894893,"","",744 Southwest 100th Court Circle,Miami,FL 33174,USA,FL,33174
752060156,"","","424 Northwest 79th Avenue, Miami, FL 33126, USA",25.77418279,-80.32437844,"","",424 Northwest 79th Avenue,Miami,FL 33126,USA,FL,33126
752060157,yes,1,"260 Flagami Boulevard, Miami, FL 33144, USA",25.76778393,-80.31427135,"","",260 Flagami Boulevard,Miami,FL 33144,USA,FL,33144
752060158,"","","Dolphin Expressway, Miami, FL 33126, USA",25.78104781,-80.30938013,"","",Dolphin Expressway,Miami,FL 33126,USA,FL,33126
752060159,yes,1,"3511 Bremond Drive, Amarillo, TX 79109, USA",35.173714,-101.907581,"","",3511 Bremond Drive,Amarillo,TX 79109,USA,TX,79109
752060160,yes,1,"3413 Amherst Drive, Amarillo, TX 79109, USA",35.17534218,-101.906032,"","",3413 Amherst Drive,Amarillo,TX 79109,USA,TX,79109
752060161,"","","7401 Seville Drive, Amarillo, TX 79121, USA",35.16536871,-101.9205168,"","",7401 Seville Drive,Amarillo,TX 79121,USA,TX,79121
